x,c(x),c.frac m,limit k
1.96875,3.2481771246041966735569505999016195111666618994602668987324654353152759222,35,N/A
1.984375,3.2832538694953528423100080709085402026053914945783847183416265608397313108,35,N/A
2,3.3185063693964264648013886546902101445031320323230931495764948666412207981,35,N/A
2.015625,3.3539232627210552182410499951753243987971706538746252534594598038550588938,35,N/A
2.03125,3.3894933490086483590480920115388562065514845641478013355657825682691328962,35,N/A
2.046875,3.4252056071825467656317269137801499878311024020832225439336750577011380582,35,N/A
2.0625,3.4610492130360996789593244499624641652738995976339170529368567521281343038,36,N/A
2.078125,3.4970135558647110390388916981291989800498750766161642767472256376099368755,36,N/A
2.09375,3.5330882541697085586522540639043947550111893064461033626430459397827582755,36,N/A
2.109375,3.5692631703680929701351833395002776038193388678062761192376343099191499756,36,N/A
2.125,3.6055284244507422372143977282384114419372819376135320777900049040319930649,36,N/A
2.140625,3.64187440654038329222334334080937630856199024398202676699115269629387167,36,N/A
2.15625,3.6782917883095091779727799458446067659864203890135495804963285304576232926,37,N/A
2.171875,3.7147715332273206694873184185857154034474754612725920725479407846195906056,37,N/A
2.1875,3.7513049056136193624981391710092270104389852966055440430379741921812830103,37,N/A
2.203125,3.787883478486288420503144494741881479210457119604811421234399825211136967,37,N/A
2.21875,3.8244991401974870945801599848840385922872200422894290152789212908061022285,37,N/A
2.234375,3.8611440998618810142165207640691752778984613623486788015581101223659303586,37,N/A
2.25,3.8978108915880639837613265287594184619861649452561968997172840969226460916,37,N/A
2.265625,3.9344923775317378154311330431776056998666914690252478835021368379555209776,38,N/A
2.28125,3.9711817497961516220043263468084574706568629522879512613395856351252821044,38,N/A
2.296875,4.0078725312117161951869168071831862192914910009228280462677942818256873377,38,N/A
2.3125,4.0445585750325661961683554861144901348709885838496202291714414333024028937,38,N/A
2.328125,4.0812340635931148849536918624561975619777548118386923913963651008041333658,38,N/A
2.34375,4.1178935059723133321594330385068915626247906523382867142904309877507933539,38,N/A
2.359375,4.1545317347173768951388127769132530754479621071332481309462445844653431305,38,N/A
2.375,4.1911439016821723446870548904070956323946309954435801240003506251280510036,38,N/A
2.390625,4.2277254730382728386752131405529254296954404414926255525994054376626059498,39,N/A
2.40625,4.2642722235188951567538206421675707492934451141904118159649501732041450754,39,N/A
2.421875,4.3007802299575505996602405216972040600063702146517699862656534996339388203,39,N/A
2.4375,4.3372458641842895908772004493510863287733815910644639299061326694577518356,39,N/A
2.453125,4.3736657853429269915299430659328220297077148832109266365607446401934735926,39,N/A
2.46875,4.4100369316926312577353824369460026673107607381336544662897362102299712654,39,N/A
2.484375,4.4463565119567800370272404939723902380160053760564537867455182724674430325,39,N/A
2.5,4.4826219962810645114777912385181212887233124483413822728545075646269173305,40,N/A
2.515625,4.5188311068615036470986392098028914841304252444356368330561083858446055014,40,N/A
2.53125,4.5549818083013477441471343091195836524081174245727734096077703068042066815,40,N/A
2.546875,4.591072297753849268040533805974467977453958389945005534681137484207803276,40,N/A
2.5625,4.6271009949055989927935542822508381919568486769165303398987847717051921115,40,N/A
2.578125,4.6630665318526077514449260821458781668856742315520138340893444769890351513,41,N/A
2.59375,4.6989677429185984604711481165873295554690580821354495914063624454645260177,40,N/A
2.609375,4.7348036544620982109196024016512346737749421369984439005590798215192299791,41,N/A
2.625,4.7705734747159231296120675029249677164432038490081786207339922671244644764,41,N/A
2.640625,4.8062765836995645318694943731354662701760441678693982080580690041608336533,41,N/A
2.65625,4.8419125232418465850289641717851991310788597292971546814857262350072022105,41,N/A
2.671875,4.8774809871480639142838553916186362031780761947028149997159933861062729175,41,N/A
2.6875,4.9129818115426504702995902548566196853767630209057694288206720851157087174,42,N/A
2.703125,4.948414965415304141052299642300682108620485435539508436388695618699245445,42,N/A
2.71875,4.983780541395418021410663647630257623183998220503529451194566208781378959,42,N/A
2.734375,5.0190787467766693345765147202094095177564811220434104734823899207645048213,42,N/A
2.75,5.0543098948107085293556554443307198779833967658504208383123705237807360689,42,N/A
2.765625,5.08947439628608933472939271653981865100423728519238823122483195021201212,42,N/A
2.78125,5.124572751405898381739858446041904676463335068167565164498909636335701223,43,N/A
2.796875,5.159605541974990918743548082463566326313319405247984392121576092045054274,42,N/A
2.8125,5.1945734239053254646672470044735890916825106587981359140438571237869748896,42,N/A
2.828125,5.2294771200456212187334744560517297834789995958075551035894103408908882935,42,N/A
2.84375,5.2643174133394420136042099142011464483851915117948015500082066173427605026,43,N/A
2.859375,5.2990951403138421436836338573036686143231940720486801435369099154257428342,43,N/A
2.875,5.3338111848988935045140053418990717409039640907059396388718300613637703138,43,N/A
2.890625,5.3684664725767496873927790022756892947181639268070083925435515819045722468,43,N/A
2.90625,5.4030619648573892503133942845745865969297305495855965439010606020211051542,43,N/A
2.921875,5.4375986540768144723260370888424616315033001693405130096880452951069501457,43,N/A
2.9375,5.4720775585122596593456925012569394893555735444833338035495915804938629215,44,N/A
2.953125,5.5064997178078798406963361787998290340393207964035262267672520114697667305,44,N/A
2.96875,5.5408661887034411184387876336415879808403137090551951772577081384031216113,44,N/A
2.984375,5.5751780410577120807058988331912705051450894207570487267367377542783607396,44,N/A
3,5.60943635415755519361865877022412211943362969961297095747635434843673856,44,N/A
3.015625,5.6436422133031312342868840460362850975648688135591755738379522295594745532,44,N/A
3.03125,5.6777967066591516733270541552502438146470603791918124315420859657103660151,44,N/A
3.046875,5.7119009223617363665753175204452451216416274047093511198325480567168386266,44,N/A
3.0625,5.7459559458701498149789516305813095662104966287457184196297434759184468358,45,N/A
3.078125,5.7799628575524914495779980272885884412013989675393346642405577580339149476,45,N/A
3.09375,5.8139227304942968170101958472628014771085246298771088825133435943895364425,46,N/A
3.109375,5.8478366285189602286380913873861256889473547613970702888859951678012028148,45,N/A
3.125,5.8817056044089086155590436527696325643626505360363449487884634929652751819,45,N/A
3.140625,5.9155306983165344383271290254886422517597939778371905074981732106495415464,45,N/A
3.15625,5.9493129363540262164809571291700039514093418510309240584798954035621640054,45,N/A
3.171875,5.9830533293514125240268566530134712694793900107817654954761463101618409457,46,N/A
3.1875,6.0167528717723533913399519675740896309158938354499401006594696977272623975,46,N/A
3.203125,6.050412540777466518614473453527327213809185433738841138317201277649710203,46,N/A
3.21875,6.08403329542525941722355253118671668580490533945485581988617716896915259,46,N/A
3.234375,6.1176160760010477546549130794208915225896211447136218004162463606642339306,46,N/A
3.25,6.1511618034645703153329914355036647774232886526492865108859455582253486494,46,N/A
3.265625,6.1846713790073579597470242493581130377605319691155775130210326607428272088,46,N/A
3.28125,6.2181456837112739471270725423258584357459220561194896750465703687038675529,46,N/A
3.296875,6.2515855783000124786158570178182473816721797718830960257816681889138578835,47,N/A
3.3125,6.2849919029757181232915812008245313483907486926193263103213805394636710741,47,N/A
3.328125,6.3183654773332680119757911361680916288112854493163037393563790158504458957,47,N/A
3.34375,6.3517071003451387142371272920193618591532578690802002467483692932232821801,47,N/A
3.359375,6.3850175504101582178544583761508731247104096310117279048951709920850426602,47,N/A
3.375,6.4182975854598183341106777541135894872128290579400855798716725555668285404,47,N/A
3.390625,6.451547943116192330972218241240517436178189858144901367950724511550857899,48,N/A
3.40625,6.484769340895865056870974783842617126854652511174941888110077599411444471,48,N/A
3.421875,6.5179624764546368863513491183973398267253618420024834580216212075830070522,48,N/A
3.4375,6.5511280278681073250557720921715144327481643783598322846166028759907090063,48,N/A
3.453125,6.5842666539435780745054773467281404256296560091121869730247340674052139485,49,N/A
3.46875,6.617378994559037970984848474168638920462560907627487467392766746137419763,48,N/A
3.484375,6.6504656710253028326056566618768539492379821006927185705538778330793463368,48,N/A
3.5,6.6835272864676813766702376927537008614119301073607254311767036732150077168,48,N/A
3.515625,6.7165644262238236422561806275330861007782477091841037524502669675351493423,49,N/A
3.53125,6.7495776582546805284576075271386954734408508506311181134311864518306519487,49,N/A
3.546875,6.7825675335657620042443836099669141167152737527794148796093265853935140522,49,N/A
3.5625,6.8155345866361272265889539629520295281209231075350695771953178793848811571,50,N/A
3.578125,6.8484793358527722714551675411015405417843181592710637424074221847377224991,49,N/A
3.59375,6.8814022839483005662162406089953421924733824826942493315442205623007281074,49,N/A
3.609375,6.9143039184399676078871799006044510208843984669638367707286696611101342162,50,N/A
3.625,6.947184712068385413087231262311908331442994468633367875041740455982855538,49,N/A
3.640625,6.9800451232343536764411102725219150372788042201454683798919826697612426741,50,N/A
3.65625,7.0128855964324541596740732009952696198681947490718288378582213278187499602,50,N/A
3.671875,7.0457065626802027742459991222660972967553994696183293180271105104353141994,50,N/A
3.6875,7.0785084399417005645444967010359102777026720017525930996162018156948909713,51,N/A
3.703125,7.1112916335448607772255184193787327209766982750893284125143585925655872623,50,N/A
3.71875,7.1440565365914148628922029127527519108252419638111112682309250690818097136,50,N/A
3.734375,7.1768035303590160584946034978051904042527794656348003267652707190426874591,51,N/A
3.75,7.2095329846948656096666517744083170789615042092464387545012283324510242031,51,N/A
3.765625,7.2422452584003841822901132231767679932958433546328207547265075499555727917,51,N/A
3.78125,7.2749406996065400525246771851759880007585944827921750867830918260819096067,52,N/A
3.796875,7.307619646139526721951158185393410513960337445037840956958064607330776489,51,N/A
3.8125,7.3402824258765561411661674167598329029750581322516305709658684585306363532,52,N/A
3.828125,7.3729293570916001948674170397325104244320269061789706168149534261168970545,52,N/A
3.84375,7.4055607487909729477992715819366331783059547698394393884320388246137260504,51,N/A
3.859375,7.4381769010386998057061403135394387793939099921295422306467582272740292051,51,N/A
3.875,7.4707781052716676272704309442689493008840873005696286912201223166260027925,52,N/A
3.890625,7.5033646446045923361301917128803313880527159849698012124370959677541473671,52,N/A
3.90625,7.5359367941248781154382264858803018386851367638473022711855318565019614256,52,N/A
3.921875,7.5684948211774751940209228441038937166822285485159287211280858313058965085,52,N/A
3.9375,7.6010389856398719095214996839006763595013815518130294014683880616827413769,52,N/A
3.953125,7.6335695401873814996582134349839027416572489395610449535727027016088725203,52,N/A
3.96875,7.6660867305489052505977736797358635062674107399751700458664953577117993927,53,N/A
3.984375,7.6985907957533715271213279900033970986069713569616675868436237463973592971,53,N/A
4,7.7310819683670651114925024297708646958520521992866025030448340850997214518,53,N/A
4.015625,7.763560474722073458726738761827591643686297263975990835834361910870773231,53,N/A
4.03125,7.7960265351360861908484769594117150294278859065159802935322060863701697045,53,N/A
4.046875,7.8284803641237916411453176657994534609365394349019716558126491781978848308,53,N/A
4.0625,7.8609221706001197451481113019711190521192208640314682730374339864895863729,54,N/A
4.078125,7.8933521580755842666502748190204663682118650035543928121129449742026629943,53,N/A
4.09375,7.9257705248439794384268562425816177084652248477371270631257553484891235233,54,N/A
4.109375,7.9581774641626867682141098782761451282077267712777294433409175218213955297,54,N/A
4.125,7.9905731644258471772332201006978870505034443434533640057960867963503647138,54,N/A
4.140625,8.0229578093306519544432140330666785205436324188695859588247484306796828646,54,N/A
4.15625,8.0553315780370033658495101131714526613905685921420708294093707229227394708,54,N/A
4.171875,8.0876946453207922839687641775386516430977507535878908139877939836475366407,54,N/A
4.1875,8.1200471817210360163087155609783005318271343214128021962661912062621716908,54,N/A
4.203125,8.1523893536811147213962191547263583497691146846965073784985019168853961446,54,N/A
4.21875,8.1847213236843395046076324361320226272626842378638334716617322642472485411,55,N/A
4.234375,8.2170432503840795727555384895116425636979664759875928430977448476525322082,55,N/A
4.25,8.2493552887286697763899006348224675388199418901742757368964018927701010645,55,N/A
4.265625,8.2816575900813135543732223915848389230493498993897277500534294099587568441,55,N/A
4.28125,8.3139503023351897813047579629006054903101497317754063745638369465358322432,56,N/A
4.296875,8.3462335700239653626743679889930566414544465264602676188749095591377421734,56,N/A
4.3125,8.3785075344279086766722987156139057131680050207440681595972954754720795651,55,N/A
4.328125,8.4107723336757921708832023474660181541185580796287094841564504613651413214,56,N/A
4.34375,8.4430281028427656267027163341168001733331110121424325237015379319169851983,56,N/A
4.359375,8.4752749740443748392656975779018939164662795573620202539453394615683340733,57,N/A
4.375,8.5075130765268937564030704797415201054762426380464862344460531212844085842,57,N/A
4.390625,8.5397425367541315028877332573897585542963219485441650653928760826614287776,56,N/A
4.40625,8.5719634784908692084052552346555378548250198239723359991210876402022107468,56,N/A
4.421875,8.6041760228830751782384390596954905746015062021086882467298640584887737935,57,N/A
4.4375,8.6363802885350407103924582616879912653208851206170296754365996406328207992,57,N/A
4.453125,8.6685763915835727847834462978945555104431480950597510423460050624099702131,57,N/A
4.46875,8.7007644457693739395970850573250063887288633643323482135407781289186544862,57,N/A
4.484375,8.7329445625057339151448841283545426407775234363132857946237567267880431192,57,N/A
4.5,8.7651168509446520926219531530863989376886910277567295023572636676330818353,57,N/A
4.515625,8.7972814180405043884138566165991289195333191029719254779005370688569561896,57,N/A
4.53125,8.8294383686113630867292187768178235085150378541002343385172065037258910302,57,N/A
4.546875,8.861587805398073105664239807083017832294434130725185906056132414252836766,57,N/A
4.5625,8.8937298291211833944242356377762306555655896872947080735165382173564827969,58,N/A
4.578125,8.9258645385358275513598109349957495750066497478858272944974114866868652162,58,N/A
4.59375,8.957992030484643331827186721566480733656337183044897509603832169048693156,58,N/A
4.609375,8.9901123999488164789744193893206042450035892383136373929539815112976085635,58,N/A
4.625,9.0222257400973302560442765377202086934224025919706471239805721843376126407,59,N/A
4.640625,9.0543321423344981817713271770513925012094874851995065445350575668275329094,58,N/A
4.65625,9.086431696345853766578600938646640642352298813624111965718154417015937103,58,N/A
4.671875,9.118524490142467511821184323780053025985917798352572757320158063430292065,59,N/A
4.6875,9.1506106101037580622617975737708805501685876964131398007994471947308768832,59,N/A
4.703125,9.1826901410188611880559932833337332714135192586167285838973801040763525604,59,N/A
4.71875,9.214763166126617211370798456210722277824140777974438534947217675285459049,59,N/A
4.734375,9.2468297671542345788527012080874228925347226469245281557240365653317518468,59,N/A
4.75,9.2788900243546845089323754746101853308840912951175555249265327244636742719,59,N/A
4.765625,9.3109440165428790068205733127596377056871295835837500605720504118321867226,60,N/A
4.78125,9.3429918211306820344467929362179945120489126577668111173159187284059692482,60,N/A
4.796875,9.3750335141608012420035124609903041536192944385260994490390491781829038957,60,N/A
4.8125,9.4070691703396054067433144299380174735168536978028596334290549882480003372,60,N/A
4.828125,9.4390988630689105778910607017851739784266037784957654982327019143011935749,60,N/A
4.84375,9.4711226644767758887513601167177456117807283765242556182986528624830316868,60,N/A
4.859375,9.5031406454473480632169475414102345775788563988968773436704445198998118112,60,N/A
4.875,9.535152875649791808963542041004739713163537752324824576845807488755976803,61,N/A
4.890625,9.567159423566341548851301146387362974931258464382463260336723261245816341,61,N/A
4.90625,9.5991603565195082908021025936967109284273137826623257083258170581176184135,61,N/A
4.921875,9.6311557406984738702106128784135034261062223962825530391713897324287749918,61,N/A
4.9375,9.6631456411847033134689284872419002061460085713981304922480947834593958779,61,N/A
4.953125,9.6951301219768046623032145078472692401704538818792499076080894651006910281,61,N/A
4.96875,9.7271092460146642623705993084864741047862874062066877508136484005381408876,62,N/A
4.984375,9.7590830752028842521499431190403205176130077429493803879689861242230189231,61,N/A
5,9.7910516704335477859535466823176468480537465678827256319753324855657519482,62,N/A
5.015625,9.8230150916083363844266514021607816405647759750600936894360932029315493983,62,N/A
5.03125,9.8549733976600227238883862604230664773698054346341980197553084542850755481,62,N/A
5.046875,9.8869266465733611491609289871127003368927679739461098525810001461421615858,62,N/A
5.0625,9.9188748954053972201466751738178024516055139341968491150438714599176641807,62,N/A
5.078125,9.9508182003052166775094092291122972303634663032035922964728749990548790286,62,N/A
5.09375,9.9827566165331533347028148308540534503459221992419674463264478747032793271,62,N/A
5.109375,10.014690198479474569715676094236212264305776535206003911200059775453243722,63,N/A
5.125,10.046618999682562297849592149628388666764523483271019075675275398815538667,63,N/A
5.140625,10.078543072846606554322627545494111242641416195345181812379558661577131398,63,N/A
5.15625,10.110462469858828100335186589323157050848580803680735865022246267191313852,63,N/A
5.171875,10.142377241806245786394728961520044960217018370184886411183894225698019085,63,N/A
5.1875,10.174287438992003760238629883221906605186162554344417682523691025928309441,63,N/A
5.203125,10.206193110951272991791829366890671306682351695059055251173165419386396209,63,N/A
5.21875,10.238094306466741002522424613628258003421754307704211529331033369324961293,64,N/A
5.234375,10.269991073583703129685694066302727449980781526818159356940332681909420395,64,N/A
5.25,10.301883459624768125739067567514914814712426766111592941447731890500373382,64,N/A
5.265625,10.333771511204190388218567830710117836441797584815862291769867284928779538,64,N/A
5.28125,10.365655274241840634225341555705825256771215874746120289444590258480030791,64,N/A
5.296875,10.397534793976826375091521480444163524718227570730881084592312531975529596,64,N/A
5.3125,10.429410114980773109564329959206238130109045290281966381897752534501125666,64,N/A
5.328125,10.461281281170776736822531410772782060135147235628555934142051251336009008,65,N/A
5.34375,10.49314833582203729274258434642194740578411418285993902346678383571032932,66,N/A
5.359375,10.52501132158018373304794196101857020167894155064611714900915618676636057,65,N/A
5.375,10.556870280473299124347428202137701690883677878919905437984097638420999571,65,N/A
5.390625,10.588725253923655257696316070571732096164478468797261868052266486839940428,65,N/A
5.40625,10.620576282759165368347587756087612408612958489946187834277728112454567654,65,N/A
5.421875,10.652423407224563329000819597473086342681566368546982975943513385751339087,65,N/A
5.4375,10.684266666992317381348291775415756664450516378227993558826996617543647124,66,N/A
5.453125,10.716106101173286181351736982986656601956416126534401674232343372486993015,65,N/A
5.46875,10.747941748327124656788865089974094273164930649022420389932338221113209543,65,N/A
5.484375,10.779773646472446910555021534707834891019789737474615765111553253757899438,66,N/A
5.5,10.811601833096753149396674392191450719243017682362788537095435669979278144,66,N/A
5.515625,10.843426345166127374628350113050147528087698646512210575897725923548936972,66,N/A
5.53125,10.875247219134712338413425813824944906782391369126549761184606363648149431,66,N/A
5.546875,10.907064490953968045871987451206522841618208779584365266310971047976744172,66,N/A
5.5625,10.938878196081719869143991903416936550754798605763260924069513950337488344,66,N/A
5.578125,10.970688369491002134137800102764824708352822670771124374464045110921745004,66,N/A
5.59375,11.002495045678702843612110817470516553516664697499689718386776248470734542,67,N/A
5.609375,11.034298258674015011076011326482815709628811693522506366632851349132003022,67,N/A
5.625,11.066098042046699898371711780738152349431826543663414457489534155087539703,67,N/A
5.640625,11.097894428915167275372511408959879298392271336944299474017563325764646121,67,N/A
